测试ID,测试模块,测试类型,测试功能,测试步骤,预期结果,优先级,状态
TC-134,分级审批,功能测试,跨级审批,1. 以分管总身份登录
2. 进入审批管理页面
3. 找到状态为"待审批"的用人申请（未经过编制审批和团队审批）
4. 尝试直接审批,系统提示需要按顺序审批，不能跨级审批,高,未执行
TC-135,分级审批,功能测试,审批通知,1. 提交用人申请
2. 以编制管理岗身份登录
3. 查看待办事项和消息,收到审批通知，待办事项中显示待审批的申请,高,未执行
TC-136,分级审批,功能测试,审批结果通知,1. 完成审批
2. 以申请人身份登录
3. 查看消息,收到审批结果通知，显示审批结果和意见,高,未执行
TC-137,分级审批,功能测试,审批超时提醒,1. 创建用人申请
2. 等待超过审批时限（如3天）
3. 查看消息,收到审批超时提醒消息,中,未执行
TC-138,分级审批,功能测试,撤回审批申请,1. 提交用人申请
2. 在审批未完成前
3. 点击"撤回"按钮,申请撤回成功，状态变为"草稿"，审批流程终止,中,未执行
TC-139,分级审批,边界测试,审批意见长度,1. 以审批人身份登录
2. 进入审批管理页面
3. 审批时填写最大长度的审批意见,审批意见保存成功，显示完整,中,未执行
TC-140,分级审批,异常测试,重复审批,1. 以审批人身份登录
2. 进入审批管理页面
3. 完成审批
4. 尝试再次审批同一申请,系统提示已审批，不能重复审批,高,未执行
TC-141,分级审批,异常测试,审批后编辑申请,1. 提交用人申请
2. 完成一级审批
3. 以申请人身份登录
4. 尝试编辑申请,系统提示申请已进入审批流程，不能编辑,高,未执行
TC-142,分级审批,功能测试,批量审批,1. 以审批人身份登录
2. 进入审批管理页面
3. 选择多条待审批申请
4. 点击"批量审批",选中的申请全部完成审批,中,未执行
TC-143,分级审批,功能测试,审批流程可视化,1. 登录系统
2. 进入用人申请详情
3. 查看审批流程图,显示审批流程的可视化图表，包括当前审批节点,中,未执行
TC-144,分级审批,功能测试,审批委托,1. 以审批人身份登录
2. 进入审批管理页面
3. 设置审批委托人
4. 委托审批权限,委托成功，被委托人可以代为审批,中,未执行
TC-145,分级审批,功能测试,审批统计,1. 以管理员身份登录
2. 进入审批统计页面
3. 查看审批统计数据,显示审批数量、通过率、平均审批时间等统计数据,中,未执行
TC-146,分级审批,功能测试,审批催办,1. 提交用人申请
2. 等待一段时间
3. 点击"催办"按钮,向审批人发送催办通知,中,未执行
TC-147,分级审批,功能测试,审批附件,1. 提交用人申请
2. 上传审批附件
3. 完成审批,审批人可以查看附件，附件随审批流程流转,中,未执行
TC-148,分级审批,功能测试,审批抄送,1. 完成审批
2. 选择抄送人
3. 提交审批,抄送人收到审批结果通知，可以查看审批详情,中,未执行
TC-149,分级审批,功能测试,审批流程自定义,1. 以管理员身份登录
2. 进入审批流程配置页面
3. 修改审批流程（如增加审批节点、调整审批顺序）,审批流程配置保存成功，新的申请按新流程审批,中,未执行
TC-150,分级审批,功能测试,审批流程回退,1. 以审批人身份登录
2. 进入审批管理页面
3. 完成审批
4. 发现审批有误，点击"回退"按钮,审批回退到上一级或申请人重新提交,中,未执行
